timestamp,locomotiveType,locomotiveId,demoScenario,speedKmh,speedLimitKmh,engineTempC,oilTempC,brakePressureBar,fuelLevelPct,tractionCurrentA,batteryVoltageV,lineVoltageV,faultCodeCount,signalQualityPct,vibrationMmS,lat,lon,healthScore,healthClass,healthStatus
"2026-04-03T22:29:13.753Z","KZ8A","KZ8A-SM-1","normal",47.839,80,69.567,61.800,5,,361.348,,25198.292,0,98,2.499,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:14.753Z","KZ8A","KZ8A-SM-1","normal",47.340,80,69.597,61.850,5,,360.229,,25199.176,0,98,2.497,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:15.753Z","KZ8A","KZ8A-SM-1","normal",46.856,80,69.627,61.900,5,,360.042,,25199.742,0,98,2.494,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:16.753Z","KZ8A","KZ8A-SM-1","normal",46.388,80,69.655,61.950,5,,360.792,,25199.988,0,98,2.490,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:17.753Z","KZ8A","KZ8A-SM-1","normal",45.937,80,69.683,62,5,,362.465,,25199.915,0,98,2.485,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:18.753Z","KZ8A","KZ8A-SM-1","normal",45.505,80,69.709,62.050,5,,365.035,,25199.521,0,98,2.479,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:19.753Z","KZ8A","KZ8A-SM-1","normal",45.092,80,69.735,62.100,5,,368.464,,25198.809,0,98,2.472,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:20.753Z","KZ8A","KZ8A-SM-1","normal",44.702,80,69.759,62.150,5,,372.697,,25197.778,0,98,2.464,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:21.753Z","KZ8A","KZ8A-SM-1","normal",44.333,80,69.782,62.200,5,,377.668,,25196.431,0,98,2.455,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:22.753Z","KZ8A","KZ8A-SM-1","normal",43.989,80,69.805,62.250,5,,383.299,,25194.770,0,98,2.445,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:23.753Z","KZ8A","KZ8A-SM-1","normal",43.669,80,69.826,62.300,5,,389.503,,25192.797,0,98,2.434,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:24.753Z","KZ8A","KZ8A-SM-1","normal",43.374,80,69.845,62.350,5,,396.183,,25190.515,0,98,2.422,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:25.753Z","KZ8A","KZ8A-SM-1","normal",43.107,80,69.864,62.400,5,,403.235,,25187.929,0,98,2.410,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:26.753Z","KZ8A","KZ8A-SM-1","normal",42.867,80,69.882,62.450,5,,410.548,,25185.042,0,98,2.396,51.120,71.430,100,"A","normal"
"2026-04-03T22:29:27.753Z","KZ8A","KZ8A-SM-1","normal",42.655,80,69.898,62.500,5,,418.009,,25181.859,0,98,2.382,51.120,71.431,100,"A","normal"
"2026-04-03T22:29:28.753Z","KZ8A","KZ8A-SM-1","normal",42.471,80,69.913,62.550,5,,425.501,,25178.386,0,98,2.367,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:29.753Z","KZ8A","KZ8A-SM-1","normal",42.318,80,69.927,62.600,5,,432.907,,25174.627,0,98,2.351,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:30.753Z","KZ8A","KZ8A-SM-1","normal",42.194,80,69.940,62.650,5,,440.112,,25170.588,0,98,2.334,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:31.753Z","KZ8A","KZ8A-SM-1","normal",42.100,80,69.951,62.700,5,,447.003,,25166.277,0,98,2.317,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:32.753Z","KZ8A","KZ8A-SM-1","normal",42.037,80,69.962,62.750,5,,453.472,,25161.699,0,98,2.299,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:33.754Z","KZ8A","KZ8A-SM-1","normal",42.005,80,69.971,62.800,5,,459.419,,25156.863,0,98,2.281,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:34.754Z","KZ8A","KZ8A-SM-1","normal",42.003,80,69.979,62.850,5,,464.751,,25151.776,0,98,2.262,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:35.754Z","KZ8A","KZ8A-SM-1","normal",42.032,80,69.985,62.900,5,,469.385,,25146.446,0,98,2.242,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:36.754Z","KZ8A","KZ8A-SM-1","normal",42.093,80,69.991,62.950,5,,473.248,,25140.882,0,98,2.222,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:37.754Z","KZ8A","KZ8A-SM-1","normal",42.183,80,69.995,63,5,,476.280,,25135.093,0,98,2.201,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:38.754Z","KZ8A","KZ8A-SM-1","normal",42.304,80,69.998,63.050,5,,478.434,,25129.087,0,98,2.180,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:39.754Z","KZ8A","KZ8A-SM-1","normal",42.455,80,70.000,63.100,5,,479.676,,25122.875,0,98,2.159,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:40.754Z","KZ8A","KZ8A-SM-1","normal",42.635,80,70.000,63.150,5,,479.987,,25116.466,0,98,2.137,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:41.754Z","KZ8A","KZ8A-SM-1","normal",42.845,80,69.999,63.200,5,,479.361,,25109.871,0,98,2.115,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:42.754Z","KZ8A","KZ8A-SM-1","normal",43.082,80,69.997,63.250,5,,477.810,,25103.100,0,98,2.093,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:43.754Z","KZ8A","KZ8A-SM-1","normal",43.347,80,69.994,63.300,5,,475.356,,25096.165,0,98,2.071,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:44.754Z","KZ8A","KZ8A-SM-1","normal",43.639,80,69.989,63.350,5,,472.039,,25089.075,0,98,2.048,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:45.754Z","KZ8A","KZ8A-SM-1","normal",43.956,80,69.983,63.400,5,,467.909,,25081.843,0,98,2.025,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:46.754Z","KZ8A","KZ8A-SM-1","normal",44.299,80,69.976,63.450,5,,463.032,,25074.480,0,98,2.003,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:47.754Z","KZ8A","KZ8A-SM-1","normal",44.665,80,69.968,63.500,5,,457.483,,25066.998,0,98,1.980,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:48.754Z","KZ8A","KZ8A-SM-1","normal",45.053,80,69.958,63.550,5,,451.350,,25059.408,0,98,1.957,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:49.754Z","KZ8A","KZ8A-SM-1","normal",45.464,80,69.948,63.600,5,,444.727,,25051.724,0,98,1.935,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:50.754Z","KZ8A","KZ8A-SM-1","normal",45.894,80,69.936,63.650,5,,437.718,,25043.957,0,98,1.912,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:51.754Z","KZ8A","KZ8A-SM-1","normal",46.343,80,69.923,63.700,5,,430.433,,25036.119,0,98,1.890,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:52.754Z","KZ8A","KZ8A-SM-1","normal",46.810,80,69.908,63.750,5,,422.985,,25028.224,0,98,1.868,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:53.754Z","KZ8A","KZ8A-SM-1","normal",47.292,80,69.893,63.800,5,,415.491,,25020.284,0,98,1.846,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:54.754Z","KZ8A","KZ8A-SM-1","normal",47.789,80,69.876,63.850,5,,408.067,,25012.311,0,98,1.825,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:55.754Z","KZ8A","KZ8A-SM-1","normal",48.300,80,69.858,63.900,5,,400.829,,25004.318,0,98,1.804,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:56.754Z","KZ8A","KZ8A-SM-1","normal",48.821,80,69.839,63.950,5,,393.890,,24996.319,0,98,1.783,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:57.754Z","KZ8A","KZ8A-SM-1","normal",49.353,80,69.819,64,5,,387.359,,24988.325,0,98,1.763,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:58.754Z","KZ8A","KZ8A-SM-1","normal",49.892,80,69.797,64.050,5,,381.337,,24980.350,0,98,1.743,51.121,71.431,100,"A","normal"
"2026-04-03T22:29:59.754Z","KZ8A","KZ8A-SM-1","normal",50.438,80,69.775,64.100,5,,375.918,,24972.407,0,98,1.724,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:00.754Z","KZ8A","KZ8A-SM-1","normal",50.989,80,69.751,64.150,5,,371.187,,24964.508,0,98,1.705,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:01.755Z","KZ8A","KZ8A-SM-1","normal",51.543,80,69.726,64.200,5,,367.218,,24956.665,0,98,1.687,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:02.755Z","KZ8A","KZ8A-SM-1","normal",52.098,80,69.701,64.250,5,,364.073,,24948.892,0,98,1.670,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:03.755Z","KZ8A","KZ8A-SM-1","normal",52.653,80,69.674,64.300,5,,361.800,,24941.200,0,98,1.653,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:04.755Z","KZ8A","KZ8A-SM-1","normal",53.206,80,69.646,64.350,5,,360.436,,24933.603,0,98,1.637,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:05.755Z","KZ8A","KZ8A-SM-1","normal",53.756,80,69.617,64.400,5,,360.001,,24926.112,0,98,1.622,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:06.755Z","KZ8A","KZ8A-SM-1","normal",54.300,80,69.587,64.450,5,,360.502,,24918.739,0,98,1.607,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:07.755Z","KZ8A","KZ8A-SM-1","normal",54.837,80,69.556,64.500,5,,361.932,,24911.496,0,98,1.593,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:08.755Z","KZ8A","KZ8A-SM-1","normal",55.365,80,69.524,64.550,5,,364.267,,24904.395,0,98,1.581,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:09.755Z","KZ8A","KZ8A-SM-1","normal",55.882,80,69.491,64.600,5,,367.473,,24897.446,0,98,1.569,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:10.755Z","KZ8A","KZ8A-SM-1","normal",56.388,80,69.458,64.650,5,,371.498,,24890.662,0,98,1.558,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:11.755Z","KZ8A","KZ8A-SM-1","normal",56.880,80,69.423,64.700,5,,376.280,,24884.052,0,98,1.548,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:12.755Z","KZ8A","KZ8A-SM-1","normal",57.357,80,69.387,64.750,5,,381.744,,24877.628,0,98,1.538,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:13.755Z","KZ8A","KZ8A-SM-1","normal",57.818,80,69.351,64.800,5,,387.806,,24871.400,0,98,1.530,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:14.755Z","KZ8A","KZ8A-SM-1","normal",58.261,80,69.314,64.850,5,,394.369,,24865.378,0,98,1.523,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:15.755Z","KZ8A","KZ8A-SM-1","normal",58.684,80,69.276,64.900,5,,401.333,,24859.571,0,98,1.517,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:16.755Z","KZ8A","KZ8A-SM-1","normal",59.087,80,69.237,64.950,5,,408.588,,24853.988,0,98,1.511,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:17.755Z","KZ8A","KZ8A-SM-1","normal",59.468,80,69.197,65,5,,416.021,,24848.640,0,98,1.507,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:18.755Z","KZ8A","KZ8A-SM-1","normal",59.825,80,69.157,65.050,5,,423.516,,24843.533,0,98,1.504,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:19.755Z","KZ8A","KZ8A-SM-1","normal",60.159,80,69.115,65.100,5,,430.956,,24838.676,0,98,1.501,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:20.755Z","KZ8A","KZ8A-SM-1","normal",60.467,80,69.074,65.150,5,,438.225,,24834.078,0,98,1.500,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:21.755Z","KZ8A","KZ8A-SM-1","normal",60.750,80,69.031,65.200,5,,445.210,,24829.745,0,98,1.500,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:22.755Z","KZ8A","KZ8A-SM-1","normal",61.005,80,68.988,65.250,5,,451.801,,24825.685,0,98,1.501,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:23.755Z","KZ8A","KZ8A-SM-1","normal",61.233,80,68.944,65.300,5,,457.897,,24821.903,0,98,1.503,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:24.756Z","KZ8A","KZ8A-SM-1","normal",61.432,80,68.900,65.350,5,,463.400,,24818.407,0,98,1.506,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:25.756Z","KZ8A","KZ8A-SM-1","normal",61.602,80,68.855,65.400,5,,468.227,,24815.200,0,98,1.510,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:26.756Z","KZ8A","KZ8A-SM-1","normal",61.742,80,68.809,65.450,5,,472.301,,24812.290,0,98,1.515,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:27.756Z","KZ8A","KZ8A-SM-1","normal",61.852,80,68.763,65.500,5,,475.559,,24809.680,0,98,1.521,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:28.756Z","KZ8A","KZ8A-SM-1","normal",61.932,80,68.717,65.550,5,,477.950,,24807.374,0,98,1.527,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:29.756Z","KZ8A","KZ8A-SM-1","normal",61.981,80,68.670,65.600,5,,479.436,,24805.376,0,98,1.535,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:30.756Z","KZ8A","KZ8A-SM-1","normal",62.000,80,68.623,65.650,5,,479.996,,24803.690,0,98,1.544,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:31.756Z","KZ8A","KZ8A-SM-1","normal",61.987,80,68.575,65.700,5,,479.618,,24802.318,0,98,1.554,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:32.756Z","KZ8A","KZ8A-SM-1","normal",61.944,80,68.527,65.750,5,,478.311,,24801.262,0,98,1.565,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:33.756Z","KZ8A","KZ8A-SM-1","normal",61.870,80,68.478,65.800,5,,476.094,,24800.524,0,98,1.576,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:34.756Z","KZ8A","KZ8A-SM-1","normal",61.766,80,68.430,65.850,5,,473.001,,24800.105,0,98,1.589,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:35.756Z","KZ8A","KZ8A-SM-1","normal",61.631,80,68.381,65.900,5,,469.081,,24800.006,0,98,1.602,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:36.756Z","KZ8A","KZ8A-SM-1","normal",61.467,80,68.332,65.950,5,,464.396,,24800.227,0,98,1.617,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:37.756Z","KZ8A","KZ8A-SM-1","normal",61.274,80,68.282,66,5,,459.017,,24800.767,0,98,1.631,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:38.756Z","KZ8A","KZ8A-SM-1","normal",61.052,80,68.233,66.050,5,,453.030,,24801.626,0,98,1.647,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:39.756Z","KZ8A","KZ8A-SM-1","normal",60.802,80,68.183,66.100,5,,446.527,,24802.803,0,98,1.664,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:40.756Z","KZ8A","KZ8A-SM-1","normal",60.524,80,68.133,66.150,5,,439.611,,24804.295,0,98,1.681,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:41.756Z","KZ8A","KZ8A-SM-1","normal",60.221,80,68.083,66.200,5,,432.388,,24806.100,0,98,1.699,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:42.756Z","KZ8A","KZ8A-SM-1","normal",59.892,80,68.033,66.250,5,,424.972,,24808.215,0,98,1.717,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:43.757Z","KZ8A","KZ8A-SM-1","normal",59.539,80,67.983,66.300,5,,417.479,,24810.637,0,98,1.736,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:44.757Z","KZ8A","KZ8A-SM-1","normal",59.163,80,67.933,66.350,5,,410.024,,24813.362,0,98,1.756,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:45.757Z","KZ8A","KZ8A-SM-1","normal",58.764,80,67.883,66.400,5,,402.726,,24816.386,0,98,1.776,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:46.757Z","KZ8A","KZ8A-SM-1","normal",58.345,80,67.833,66.450,5,,395.697,,24819.703,0,98,1.796,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:47.757Z","KZ8A","KZ8A-SM-1","normal",57.906,80,67.784,66.500,5,,389.047,,24823.309,0,98,1.817,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:48.757Z","KZ8A","KZ8A-SM-1","normal",57.448,80,67.734,66.550,5,,382.880,,24827.198,0,98,1.839,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:49.757Z","KZ8A","KZ8A-SM-1","normal",56.974,80,67.685,66.600,5,,377.293,,24831.362,0,98,1.860,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:50.757Z","KZ8A","KZ8A-SM-1","normal",56.485,80,67.635,66.650,5,,372.372,,24835.797,0,98,1.882,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:51.757Z","KZ8A","KZ8A-SM-1","normal",55.982,80,67.586,66.700,5,,368.194,,24840.495,0,98,1.904,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:52.757Z","KZ8A","KZ8A-SM-1","normal",55.466,80,67.537,66.750,5,,364.825,,24845.447,0,98,1.927,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:53.757Z","KZ8A","KZ8A-SM-1","normal",54.940,80,67.489,66.800,5,,362.316,,24850.647,0,98,1.949,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:54.757Z","KZ8A","KZ8A-SM-1","normal",54.405,80,67.441,66.850,5,,360.708,,24856.086,0,98,1.972,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:55.757Z","KZ8A","KZ8A-SM-1","normal",53.862,80,67.393,66.900,5,,360.025,,24861.755,0,98,1.995,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:56.757Z","KZ8A","KZ8A-SM-1","normal",53.314,80,67.345,66.950,5,,360.278,,24867.645,0,98,2.017,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:57.757Z","KZ8A","KZ8A-SM-1","normal",52.761,80,67.298,67,5,,361.462,,24873.747,0,98,2.040,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:58.757Z","KZ8A","KZ8A-SM-1","normal",52.206,80,67.252,67.050,5,,363.561,,24880.051,0,98,2.063,51.121,71.431,100,"A","normal"
"2026-04-03T22:30:59.757Z","KZ8A","KZ8A-SM-1","normal",51.651,80,67.206,67.100,5,,366.540,,24886.546,0,98,2.085,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:00.757Z","KZ8A","KZ8A-SM-1","normal",51.097,80,67.160,67.150,5,,370.353,,24893.224,0,98,2.108,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:01.757Z","KZ8A","KZ8A-SM-1","normal",50.545,80,67.115,67.200,5,,374.941,,24900.072,0,98,2.130,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:02.757Z","KZ8A","KZ8A-SM-1","normal",49.998,80,67.070,67.250,5,,380.232,,24907.080,0,98,2.151,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:03.757Z","KZ8A","KZ8A-SM-1","normal",49.457,80,67.026,67.300,5,,386.143,,24914.236,0,98,2.173,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:04.757Z","KZ8A","KZ8A-SM-1","normal",48.924,80,66.983,67.350,5,,392.583,,24921.530,0,98,2.194,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:05.757Z","KZ8A","KZ8A-SM-1","normal",48.400,80,66.940,67.400,5,,399.451,,24928.949,0,98,2.215,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:06.757Z","KZ8A","KZ8A-SM-1","normal",47.888,80,66.898,67.450,5,,406.640,,24936.482,0,98,2.235,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:07.757Z","KZ8A","KZ8A-SM-1","normal",47.388,80,66.857,67.500,5,,414.037,,24944.117,0,98,2.255,51.121,71.431,100,"A","normal"
"2026-04-03T22:31:08.757Z","KZ8A","KZ8A-SM-1","normal",46.902,80,66.816,67.550,5,,421.526,,24951.841,0,98,2.274,51.122,71.432,100,"A","normal"
"2026-04-03T22:31:09.757Z","KZ8A","KZ8A-SM-1","normal",46.433,80,66.776,67.600,5,,428.993,,24959.642,0,98,2.293,51.122,71.432,100,"A","normal"
